ResourceID,GROUPID,ADDRESS_TYPE_E55,ADMINISTRATIVE_SUBDIVISION_E48,ADMINISTRATIVE_SUBDIVISION_TYPE_E55,ANCILLARY_FEATURE_TYPE_E55,BEGINNING_OF_EXISTENCE_TYPE_E55,COMPONENT_TYPE_E55,CONDITION_DESCRIPTION_E62,CONDITION_TYPE_E55,CONSTRUCTION_TECHNIQUE_E55,CULTURAL_PERIOD_E55,DATE_CONDITION_ASSESSED_E49,DATE_EVALUATED_E49,DESCRIPTION_E62,DESCRIPTION_OF_LOCATION_E62,DESCRIPTION_TYPE_E55,DESIGNATION_OR_PROTECTION_FROM_DATE_E49,END_DATE_OF_EXISTENCE_E49,END_OF_EXISTENCE_TYPE_E55,EXTERNAL_XREF_E42,EXTERNAL_XREF_TYPE_E55,FROM_DATE_E49,GEOMETRY_QUALIFIER_E55,HERITAGE_RESOURCE_TYPE_E55,HERITAGE_RESOURCE_USE_TYPE_E55,INTEGRITY_TYPE_E55,KEYWORD_E55,MANAGEMENT_RECOMMENDATION_E89,MATERIAL_E57,MODIFICATION_DESCRIPTION_E62,MODIFICATION_TYPE_E55,NAME_E41,NAME_TYPE_E55,PERIOD_OF_SIGNIFICANCE_FROM_DATE_E49,PERIOD_OF_SIGNIFICANCE_TO_DATE_E49,PLACE_ADDRESS_E45,REASONS_E62,RECOMMENDATION_TYPE_E55,RESOURCE_TYPE_CLASSIFICATION_E55,SETTING_TYPE_E55,SPATIAL_COORDINATES_GEOMETRY_E47,START_DATE_OF_EXISTENCE_E49,STATUS_E55,STYLE_E55,TO_DATE_E49,TYPE_OF_DESIGNATION_OR_PROTECTION_E55,UNIT_OF_MEASUREMENT_E55,VALUE_OF_MEASUREMENT_E60,PHOTO,EDTF
QV-13-ARP2016,NAME.E41-2-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tomb of Anonymous,ecb20ae9-a457-4011-83bf-1c936e2d6b6a,,,,,,,,,,,,,,,,,
QV-13-ARP2016,DESCRIPTION.E62-12,,,,,,,,,,,,,"The entrance to has no built surround or any other enclosure. The rock surrounding and within the tomb is fractured. <br>E. Thomas notes that QV 13 is the first of the 'tandem' tombs, characterized by the layout of two consecutive chambers, the rear often larger than the first. She notes that the tomb, though more complex in layout, is 'small and rough' and impacted by the poor quality of the rock from which it was cut (1966, p. 187). The tomb was last cleared by the Franco-Egyptian team in 1984-85.",,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QV-13-ARP2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV13_image_3.jpg,
QV-13-ARP2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV13_image_2.jpg,
QV-13-ARP2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV13_image_1.jpg,
QV-13-ARP2016,PHASE_TYPE_ASSIGNMENT.E13-12,,,,,29adbea8-891a-44bf-b0c5-8912d118f629,,,,,18318a22-d882-473a-870d-58091fc397d8,,,,,,,,,,,,,233ca3eb-30fa-4b0e-a011-356fbad7f48f,,,,,,,,,,,,,,,,,,,,,,,,,,-1550~/-1295~
QV-13-ARP2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV13_TMP_drawing_1.jpg,
QV-14-ARP2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV14_image_1.jpg,
QV-14-ARP2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV14_image_2.jpg,
QV-14-ARP2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV14_image_3.jpg,
QV-14-ARP2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV14_TMP_drawing_1.jpg,
QV-14-ARP2016,DESCRIPTION.E62-13,,,,,,,,,,,,,"QV 14 consists of a shaft leading vertically to one chamber. The shaft entrance has a masonry surround. <br>E. Thomas was only able to 'estimate' the tomb's subterranean layout, but called it a 'well cut pit' (1966, p. 187). The tomb was last cleared by the Franco-Egyptian team in 1986, who observed that the debris in the tomb was cemented to the floor due to previous water infiltration. Also, this team found evidence suggesting that this tomb was reused during the Third Intermediate Period and possibly during the Roman Period as well.",,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QV-14-ARP2016,NAME.E41-2-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tomb of Anonymous,ecb20ae9-a457-4011-83bf-1c936e2d6b6a,,,,,,,,,,,,,,,,,
QV-14-ARP2016,PLACE.E53-ARP2016A-16,,,,,,,,,,,,,,"QV 14 lies on the south side of the main wadi along the secondary visitor footpath, opposite QV 13.",,,,,,,,a54d76df-ab3a-4213-babc-2c23f7884944,,,,,,,,,,,,,,,,,,POINT (32.593520997586438 25.727530227947057),,,,,,,,,
QV-14-ARP2016,RESOURCE_TYPE_CLASSIFICATION.E55-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0600b870-8ba1-49bc-840f-ccde8d1ef068,,,,,,,,,,,
QV-14-ARP2016,PHASE_TYPE_ASSIGNMENT.E13-100,,,,,,,,,,5f9e473a-484e-4f96-a84f-c7dd0abf8f85,,,,,,,,,,,,,233ca3eb-30fa-4b0e-a011-356fbad7f48f,,,,,,,,,,,,,,,,,,,,,,,,,,
QV-14-ARP2016,PHASE_TYPE_ASSIGNMENT.E13-13,,,,,29adbea8-891a-44bf-b0c5-8912d118f629,,,,,18318a22-d882-473a-870d-58091fc397d8,,,,,,,,,,,,,233ca3eb-30fa-4b0e-a011-356fbad7f48f,,,,,,,,,,,,,,,,,,,,,,,,,,-1550~/-1295~
QV-14-ARP2016,NAME.E41-1-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV 14,81dd62d2-6701-4195-b74b-8057456bba4b,,,,,,,,,,,,,,,,,
QV-15-ARP2016,PHASE_TYPE_ASSIGNMENT.E13-102,,,,,,,,,,379bc84b-6e7e-4c78-80b2-0ff0059da407,,,,,,,,,,,,,233ca3eb-30fa-4b0e-a011-356fbad7f48f,,,,,,,,,,,,,,,,,,,,,,,,,,
QV-15-ARP2016,PLACE.E53-ARP2016A-13,,,,,,,,,,,,,,"QV 15 and 16 lie on the south side of the valley, on the upper slope of a small ridge.",,,,,,,,a54d76df-ab3a-4213-babc-2c23f7884944,,,,,,,,,,,,,,,,,,POINT (32.593629322516335 25.727442396029243),,,,,,,,,
QV-15-ARP2016,RESOURCE_TYPE_CLASSIFICATION.E55-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0600b870-8ba1-49bc-840f-ccde8d1ef068,,,,,,,,,,,
QV-15-ARP2016,PHASE_TYPE_ASSIGNMENT.E13-14,,,,,29adbea8-891a-44bf-b0c5-8912d118f629,,,,,18318a22-d882-473a-870d-58091fc397d8,,,,,,,,,,,,,233ca3eb-30fa-4b0e-a011-356fbad7f48f,,,,,,,,,,,,,,,,,,,,,,,,,,-1550~/-1295~
QV-15-ARP2016,PHASE_TYPE_ASSIGNMENT.E13-101,,,,,,,,,,5f9e473a-484e-4f96-a84f-c7dd0abf8f85,,,,,,,,,,,,,233ca3eb-30fa-4b0e-a011-356fbad7f48f,,,,,,,,,,,,,,,,,,,,,,,,,,
QV-15-ARP2016,NAME.E41-2-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tomb of Anonymous,ecb20ae9-a457-4011-83bf-1c936e2d6b6a,,,,,,,,,,,,,,,,,
QV-15-ARP2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV15_TMP_drawing_1.jpg,
QV-15-ARP2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV15_image_1.jpg,
QV-15-ARP2016,DESCRIPTION.E62-14,,,,,,,,,,,,,"QV 15 and QV 16 are connected in the middle, creating one large continuous subterranean space.  QV 15 is the larger of the two with two consecutive side chambers leading to a lower pit and chamber. QV 16 has two chambers set perpendicularly. QV 15 has a typical shaft entrance with masonry surround; QV 16 is accessible through a steep, rough ramp. <br>E. Thomas considers both tombs to be 'tandem' in their layout, indicating that consecutive chambers make up the tomb. She notes the presence of small pits 2m deep in both tombs and records the presence of bats in QV 15. Thomas suggests that these tombs may have been examined by Schiaparelli, since the fill is more irregular than usual, with at least one apparent localized excavation. The tombs were last cleared by the Franco-Egyptian team in 1987 (QV 15) and 1985-86 (QV 16). Based on the archaeological material recovered, QV 15 was reused at least twice, during the Third Intermediate Period and during the Roman period. <br>The lower pit in the rear of QV 15 is host to a large community of bats, estimated at around 100 in February 2008. A similar number were present in December 2009. Droppings are visible throughout the tomb.",,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QV-15-ARP2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV15_image_2.jpg,
QV-15-ARP2016,NAME.E41-1-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV 15,81dd62d2-6701-4195-b74b-8057456bba4b,,,,,,,,,,,,,,,,,
QV-16-ARP2016,PHASE_TYPE_ASSIGNMENT.E13-15,,,,,29adbea8-891a-44bf-b0c5-8912d118f629,,,,,18318a22-d882-473a-870d-58091fc397d8,,,,,,,,,,,,,233ca3eb-30fa-4b0e-a011-356fbad7f48f,,,,,,,,,,,,,,,,,,,,,,,,,,-1550~/-1295~
QV-16-ARP2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV16_image_2.jpg,
QV-16-ARP2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV16_TMP_drawing_1.jpg,
QV-16-ARP2016,NAME.E41-2-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tomb of Anonymous,ecb20ae9-a457-4011-83bf-1c936e2d6b6a,,,,,,,,,,,,,,,,,
QV-16-ARP2016,RESOURCE_TYPE_CLASSIFICATION.E55-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0600b870-8ba1-49bc-840f-ccde8d1ef068,,,,,,,,,,,
QV-16-ARP2016,PLACE.E53-ARP2016A-14,,,,,,,,,,,,,,"QV 15 and 16 lie on the south side of the valley, on the upper slope of a small ridge.",,,,,,,,a54d76df-ab3a-4213-babc-2c23f7884944,,,,,,,,,,,,,,,,,,POINT (32.593548020458194 25.727429205454261),,,,,,,,,
QV-16-ARP2016,NAME.E41-1-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV 16,81dd62d2-6701-4195-b74b-8057456bba4b,,,,,,,,,,,,,,,,,
QV-16-ARP2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV16_image_1.jpg,
QV-16-ARP2016,DESCRIPTION.E62-15,,,,,,,,,,,,,"QV 15 and QV 16 are connected in the middle, creating one large continuous subterranean space.  QV 15 is the larger of the two with two consecutive side chambers leading to a lower pit and chamber. QV 16 has two chambers set perpendicularly. QV 15 has a typical shaft entrance with masonry surround; QV 16 is accessible through a steep, rough ramp. <br>E. Thomas considers both tombs to be 'tandem' in their layout, indicating that consecutive chambers make up the tomb. She notes the presence of small pits 2m deep in both tombs and records the presence of bats in QV 15. Thomas suggests that these tombs may have been examined by Schiaparelli, since the fill is more irregular than usual, with at least one apparent localized excavation. The tombs were last cleared by the Franco-Egyptian team in 1987 (QV 15) and 1985-86 (QV 16). Based on the archaeological material recovered, QV 15 was reused at least twice, during the Third Intermediate Period and during the Roman period. <br>The lower pit in the rear of QV 15 is host to a large community of bats, estimated at around 100 in February 2008. A similar number were present in December 2009. Droppings are visible throughout the tomb.",,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QV-17-ARP2016,DESCRIPTION.E62-16,,,,,,,,,,,,,"The shaft of QV 17 has a cement-coated masonry surround at its opening, spanned by a metal grill. <br>E. Thomas was unable to enter the tomb, but noted that it had relatively little debris in its shaft and a typical layout, although with an atypically large main chamber.  She suggested that the Schiaparelli mission may have cleared this tomb.  The tomb was last cleared in 1986 by the Franco-Egyptian team, who speculate that the tomb may have been thoroughly pillaged in antiquity. <br>Localized rock staining associated with bat activity is evident, although no bats were recorded by the assessment team.",,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QV-17-ARP2016,RESOURCE_TYPE_CLASSIFICATION.E55-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0600b870-8ba1-49bc-840f-ccde8d1ef068,,,,,,,,,,,
QV-17-ARP2016,PLACE.E53-ARP2016A-15,,,,,,,,,,,,,,"QV 17 is located on the south side of the main wadi and main visitor path, behind a low natural mound into which a number of tombs are cut.",,,,,,,,a54d76df-ab3a-4213-babc-2c23f7884944,,,,,,,,,,,,,,,,,,POINT (32.593456812741309 25.72749298623047),,,,,,,,,
QV-17-ARP2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV17_image_2.jpg,
QV-17-ARP2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV17_image_3.jpg,
QV-17-ARP2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV17_TMP_drawing_1.jpg,
QV-17-ARP2016,NAME.E41-2-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tomb of Merytra (I) and Urmerutes,ecb20ae9-a457-4011-83bf-1c936e2d6b6a,,,,,,,,,,,,,,,,,
QV-17-ARP2016,PHASE_TYPE_ASSIGNMENT.E13-16,,,,,29adbea8-891a-44bf-b0c5-8912d118f629,,,,,18318a22-d882-473a-870d-58091fc397d8,,,,,,,,,,,,,233ca3eb-30fa-4b0e-a011-356fbad7f48f,,,,,,,,,,,,,,,,,,,,,,,,,,-1550~/-1295~
QV-17-ARP2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV17_image_1.jpg,
QV-17-ARP2016,NAME.E41-1-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV 17,81dd62d2-6701-4195-b74b-8057456bba4b,,,,,,,,,,,,,,,,,
QV-18-ARP2016,DESCRIPTION.E62-17,,,,,,,,,,,,,"The relatively deep shaft of QV 18 has a cemented masonry surround spanned by a metal grill. <br>E. Thomas was unable to enter the tomb, but noted that it contained a small amount of  debris fill and had a typical layout.  She suggested that the Schiaparelli mission may have cleared it.  The tomb was last cleared in 1987-88 by the Franco-Egyptian team. Based on the archaeological material recovered at that time, it appears that the tomb was constructed during the reign of Amenhotep III and was probably reused during the Third Intermediate Period. <br>At least one bat was recorded by the assessment team and accumulated droppings on the floor are evidence of long-term habitation.  A bird's nest was also present in the shaft, as well as an old wasp nest found in the main chamber.",,eb3bd719-c473-40b8-bf0a-cdb9ed89aba3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QV-18-ARP2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV18_image_2.jpg,
QV-18-ARP2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV18_image_1.jpg,
QV-18-ARP2016,PHASE_TYPE_ASSIGNMENT.E13-17,,,,,29adbea8-891a-44bf-b0c5-8912d118f629,,,,,18318a22-d882-473a-870d-58091fc397d8,,,,,,,,,,,,,233ca3eb-30fa-4b0e-a011-356fbad7f48f,,,,,,,,,,,,,,,,,,,,,,,,,,-1550~/-1295~
QV-18-ARP2016,PLACE.E53-ARP2016A-18,,,,,,,,,,,,,,"QV 18 is located on the south side of the main wadi, behind a low natural mound into which a number of tombs are cut. It lies above the unpaved path to the south of the main path, and was adjacent to the old electricity building before that building was removed.",,,,,,,,a54d76df-ab3a-4213-babc-2c23f7884944,,,,,,,,,,,,,,,,,,POINT (32.593361340518079 25.727446200958333),,,,,,,,,
QV-18-ARP2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV18_image_3.jpg,
QV-18-ARP2016,NAME.E41-1-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV 18,81dd62d2-6701-4195-b74b-8057456bba4b,,,,,,,,,,,,,,,,,
QV-18-ARP2016,NAME.E41-2-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tomb of Anonymous,ecb20ae9-a457-4011-83bf-1c936e2d6b6a,,,,,,,,,,,,,,,,,
QV-18-ARP2016,RESOURCE_TYPE_CLASSIFICATION.E55-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0600b870-8ba1-49bc-840f-ccde8d1ef068,,,,,,,,,,,
QV-19-ARP2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV19_image_1.jpg,
QV-19-ARP2016,NAME.E41-1-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV 19,81dd62d2-6701-4195-b74b-8057456bba4b,,,,,,,,,,,,,,,,,
QV-19-ARP2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV19_image_2.jpg,
QV-19-ARP2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QV19_TMP_drawing_1.jpg,
